Stats	Cluster	Marker	Method	p_val_adj
0.65494856	11: CD4 Trm	S100A11	FindMarkers	0.00E+00
0.654051271	11: CD4 Trm	GIMAP4	FindMarkers	0.00E+00
0.646829832	11: CD4 Trm	SPOCK2	FindMarkers	0.00E+00
0.646100393	11: CD4 Trm	ICOS	FindMarkers	0.00E+00
0.641952893	11: CD4 Trm	CD4	FindMarkers	0.00E+00
0.638541127	11: CD4 Trm	SLC2A3	FindMarkers	0.00E+00
0.638525129	11: CD4 Trm	RPLP1	FindMarkers	0.00E+00
0.636407574	11: CD4 Trm	ITM2B	FindMarkers	0.00E+00
0.633947535	11: CD4 Trm	EEF1A1	FindMarkers	0.00E+00
0.632533984	11: CD4 Trm	RPS12	FindMarkers	0.00E+00
0.628968187	11: CD4 Trm	RPS3	FindMarkers	0.00E+00
0.622178373	11: CD4 Trm	CD6	FindMarkers	0.00E+00
0.621845088	11: CD4 Trm	ZFP36	FindMarkers	0.00E+00
0.614282076	11: CD4 Trm	PTGER2	FindMarkers	0.00E+00
0.608289229	11: CD4 Trm	LEPROTL1	FindMarkers	0.00E+00
0.607436549	11: CD4 Trm	GATA3	FindMarkers	0.00E+00
0.604620421	11: CD4 Trm	CSRNP1	FindMarkers	0.00E+00
0.603912951	11: CD4 Trm	RPS27A	FindMarkers	0.00E+00
0.602914796	11: CD4 Trm	RPL32	FindMarkers	0.00E+00
0.585945785	11: CD4 Trm	TAGAP	FindMarkers	0.00E+00
0.584571206	11: CD4 Trm	RPS19	FindMarkers	0.00E+00
0.581592073	11: CD4 Trm	LTB	FindMarkers	0.00E+00
0.580114446	11: CD4 Trm	RPS25	FindMarkers	0.00E+00
0.575800194	11: CD4 Trm	RPL17	FindMarkers	0.00E+00
0.572648309	11: CD4 Trm	RPL30	FindMarkers	0.00E+00
0.572448181	11: CD4 Trm	RPS29	FindMarkers	0.00E+00
0.565260826	11: CD4 Trm	RPSA	FindMarkers	0.00E+00
0.563740392	11: CD4 Trm	BTG1	FindMarkers	0.00E+00
0.561577164	11: CD4 Trm	ABRACL	FindMarkers	0.00E+00
0.556699921	11: CD4 Trm	VIM	FindMarkers	0.00E+00
0.556249593	11: CD4 Trm	CD48	FindMarkers	0.00E+00
0.554954561	11: CD4 Trm	MGAT4A	FindMarkers	0.00E+00
0.553918809	11: CD4 Trm	RPL34	FindMarkers	0.00E+00
0.552886388	11: CD4 Trm	RPS14	FindMarkers	0.00E+00
0.552739331	11: CD4 Trm	RPL39	FindMarkers	0.00E+00
0.550890522	11: CD4 Trm	ARHGAP15	FindMarkers	0.00E+00
0.548164841	11: CD4 Trm	RPS4Y1	FindMarkers	0.00E+00
0.546427798	11: CD4 Trm	FXYD5	FindMarkers	0.00E+00
0.54191754	11: CD4 Trm	RPL38	FindMarkers	0.00E+00
0.541795024	11: CD4 Trm	RPS3A	FindMarkers	0.00E+00
0.54156048	11: CD4 Trm	TOMM7	FindMarkers	0.00E+00
0.541431926	11: CD4 Trm	INPP4B	FindMarkers	0.00E+00
0.536363144	11: CD4 Trm	GIMAP1	FindMarkers	0.00E+00
0.531293265	11: CD4 Trm	RPS21	FindMarkers	0.00E+00
0.529029906	11: CD4 Trm	RPS15A	FindMarkers	0.00E+00
0.528749098	11: CD4 Trm	TXNIP	FindMarkers	0.00E+00
0.528237275	11: CD4 Trm	SAMSN1	FindMarkers	0.00E+00
0.520502107	11: CD4 Trm	EMP3	FindMarkers	0.00E+00
0.51859359	11: CD4 Trm	EEF1G	FindMarkers	0.00E+00
0.517608601	11: CD4 Trm	TRAT1	FindMarkers	0.00E+00
0.51754816	11: CD4 Trm	RPL13	FindMarkers	0.00E+00
0.517317605	11: CD4 Trm	RPLP0	FindMarkers	0.00E+00
0.516651395	11: CD4 Trm	ID2	FindMarkers	0.00E+00
0.51465011	11: CD4 Trm	PBXIP1	FindMarkers	0.00E+00
0.512953722	11: CD4 Trm	CD96	FindMarkers	0.00E+00
0.511675516	11: CD4 Trm	CAMK4	FindMarkers	0.00E+00
0.511296278	11: CD4 Trm	RPL10	FindMarkers	0.00E+00
0.506520822	11: CD4 Trm	DDX5	FindMarkers	0.00E+00
0.506311709	11: CD4 Trm	RPL26	FindMarkers	0.00E+00
0.503444733	11: CD4 Trm	RPL28	FindMarkers	0.00E+00
0.502370026	11: CD4 Trm	CD3D	FindMarkers	0.00E+00
0.502088224	11: CD4 Trm	PDCD4	FindMarkers	0.00E+00
0.501702863	11: CD4 Trm	TUBA1A	FindMarkers	0.00E+00
0.500684415	11: CD4 Trm	RPLP2	FindMarkers	0.00E+00
0.500678028	11: CD4 Trm	RPS27	FindMarkers	0.00E+00
0.498906245	11: CD4 Trm	RPL9	FindMarkers	0.00E+00
0.498640492	11: CD4 Trm	LDHB	FindMarkers	0.00E+00
0.498475073	11: CD4 Trm	CD99	FindMarkers	0.00E+00
0.496377858	11: CD4 Trm	GSTK1	FindMarkers	0.00E+00
0.496214754	11: CD4 Trm	RPL36A	FindMarkers	0.00E+00
0.490623346	11: CD4 Trm	RPL3	FindMarkers	0.00E+00
0.487991534	11: CD4 Trm	TAGLN2	FindMarkers	0.00E+00
0.487422901	11: CD4 Trm	CD3G	FindMarkers	0.00E+00
0.484005064	11: CD4 Trm	RBMS1	FindMarkers	0.00E+00
0.482724972	11: CD4 Trm	ARL4C	FindMarkers	0.00E+00
0.482111392	11: CD4 Trm	SH2D2A	FindMarkers	0.00E+00
0.481008506	11: CD4 Trm	SYNE2	FindMarkers	0.00E+00
0.480983034	11: CD4 Trm	RPS18	FindMarkers	0.00E+00
0.480400438	11: CD4 Trm	HSPA8	FindMarkers	0.00E+00
0.479704963	11: CD4 Trm	FYB1	FindMarkers	0.00E+00
0.479298457	11: CD4 Trm	MCL1	FindMarkers	0.00E+00
0.479072877	11: CD4 Trm	RPS6	FindMarkers	0.00E+00
0.475029525	11: CD4 Trm	RPL10A	FindMarkers	0.00E+00
0.472843423	11: CD4 Trm	STAT4	FindMarkers	0.00E+00
0.472815718	11: CD4 Trm	RPL35	FindMarkers	0.00E+00
0.468887083	11: CD4 Trm	RPS10	FindMarkers	0.00E+00
0.465740961	11: CD4 Trm	RPL14	FindMarkers	0.00E+00
0.464945488	11: CD4 Trm	RPL37	FindMarkers	0.00E+00
0.462953113	11: CD4 Trm	CD5	FindMarkers	0.00E+00
0.461354554	11: CD4 Trm	APRT	FindMarkers	0.00E+00
0.46122741	11: CD4 Trm	RPL35A	FindMarkers	0.00E+00
0.461193166	11: CD4 Trm	RPS13	FindMarkers	0.00E+00
0.460440115	11: CD4 Trm	RPL27	FindMarkers	0.00E+00
0.458764645	11: CD4 Trm	RPL11	FindMarkers	0.00E+00
0.454661659	11: CD4 Trm	RPL21	FindMarkers	0.00E+00
0.454032638	11: CD4 Trm	RPL19	FindMarkers	0.00E+00
0.45313991	11: CD4 Trm	RPL36	FindMarkers	0.00E+00
0.449124317	11: CD4 Trm	C12orf57	FindMarkers	0.00E+00
0.447476104	11: CD4 Trm	OXNAD1	FindMarkers	0.00E+00
0.44721282	11: CD4 Trm	RPS16	FindMarkers	0.00E+00
0.445392131	11: CD4 Trm	RPL23A	FindMarkers	0.00E+00
0.444965833	11: CD4 Trm	EEF1B2	FindMarkers	0.00E+00
0.444430051	11: CD4 Trm	RPL31	FindMarkers	0.00E+00
0.444160544	11: CD4 Trm	PARP8	FindMarkers	0.00E+00
0.442059446	11: CD4 Trm	PNRC1	FindMarkers	0.00E+00
0.441406972	11: CD4 Trm	RPL27A	FindMarkers	0.00E+00
0.439781377	11: CD4 Trm	TMEM173	FindMarkers	0.00E+00
0.439520785	11: CD4 Trm	RPS28	FindMarkers	0.00E+00
0.438893668	11: CD4 Trm	MT-CYB	FindMarkers	0.00E+00
0.435432685	11: CD4 Trm	UBA52	FindMarkers	0.00E+00
0.434577389	11: CD4 Trm	MYL12B	FindMarkers	0.00E+00
0.433281849	11: CD4 Trm	EVL	FindMarkers	0.00E+00
0.431192782	11: CD4 Trm	RPS23	FindMarkers	0.00E+00
0.430146483	11: CD4 Trm	NR4A2	FindMarkers	0.00E+00
0.430118459	11: CD4 Trm	RPS2	FindMarkers	0.00E+00
0.427201209	11: CD4 Trm	CCND3	FindMarkers	0.00E+00
0.427069522	11: CD4 Trm	RPL22	FindMarkers	0.00E+00
0.424865561	11: CD4 Trm	GPSM3	FindMarkers	0.00E+00
0.424579332	11: CD4 Trm	S100A6	FindMarkers	0.00E+00
0.420162172	11: CD4 Trm	COMMD6	FindMarkers	0.00E+00
0.413721889	11: CD4 Trm	LCK	FindMarkers	0.00E+00
0.409621993	11: CD4 Trm	RPS20	FindMarkers	0.00E+00
0.407032602	11: CD4 Trm	LCP2	FindMarkers	0.00E+00
0.406864917	11: CD4 Trm	HCST	FindMarkers	0.00E+00
0.405822449	11: CD4 Trm	NOP53	FindMarkers	0.00E+00
0.404460666	11: CD4 Trm	ZFP36L1	FindMarkers	0.00E+00
0.404216719	11: CD4 Trm	MT-ATP8	FindMarkers	0.00E+00
0.398887371	11: CD4 Trm	CD28	FindMarkers	0.00E+00
0.396805485	11: CD4 Trm	RPS24	FindMarkers	0.00E+00
0.396283603	11: CD4 Trm	RPL29	FindMarkers	0.00E+00
0.395704684	11: CD4 Trm	ARL6IP5	FindMarkers	0.00E+00
0.394139516	11: CD4 Trm	MT-ND1	FindMarkers	0.00E+00
0.394088431	11: CD4 Trm	TMSB4X	FindMarkers	0.00E+00
0.393989641	11: CD4 Trm	MT-ND2	FindMarkers	0.00E+00
0.391591267	11: CD4 Trm	RPS4X	FindMarkers	0.00E+00
0.39109704	11: CD4 Trm	RPL4	FindMarkers	0.00E+00
0.388984171	11: CD4 Trm	RPL6	FindMarkers	0.00E+00
0.38744463	11: CD4 Trm	RPL13A	FindMarkers	0.00E+00
0.386346496	11: CD4 Trm	RPL12	FindMarkers	0.00E+00
0.381398703	11: CD4 Trm	RPS26	FindMarkers	0.00E+00
0.380717146	11: CD4 Trm	RPL5	FindMarkers	0.00E+00
0.380190992	11: CD4 Trm	PPP1R15A	FindMarkers	0.00E+00
0.380054674	11: CD4 Trm	MT-CO3	FindMarkers	0.00E+00
0.372719559	11: CD4 Trm	RPL18	FindMarkers	0.00E+00
0.370405116	11: CD4 Trm	CNBP	FindMarkers	0.00E+00
0.368787149	11: CD4 Trm	SKP1	FindMarkers	0.00E+00
0.367059289	11: CD4 Trm	YWHAZ	FindMarkers	0.00E+00
0.36561442	11: CD4 Trm	H3F3B	FindMarkers	0.00E+00
0.365439923	11: CD4 Trm	LAT	FindMarkers	0.00E+00
0.362825887	11: CD4 Trm	GMFG	FindMarkers	0.00E+00
0.361866225	11: CD4 Trm	RPS15	FindMarkers	0.00E+00
0.357363645	11: CD4 Trm	THEMIS	FindMarkers	0.00E+00
0.353599917	11: CD4 Trm	SH3BGRL3	FindMarkers	0.00E+00
0.353255008	11: CD4 Trm	RPL24	FindMarkers	0.00E+00
0.351527733	11: CD4 Trm	ARHGDIB	FindMarkers	0.00E+00
0.351155126	11: CD4 Trm	RPS9	FindMarkers	0.00E+00
0.348354963	11: CD4 Trm	EIF1	FindMarkers	0.00E+00
0.348080631	11: CD4 Trm	PFDN5	FindMarkers	0.00E+00
0.341600854	11: CD4 Trm	RPS5	FindMarkers	0.00E+00
0.341232806	11: CD4 Trm	RPS7	FindMarkers	0.00E+00
0.339916343	11: CD4 Trm	RPL37A	FindMarkers	0.00E+00
0.338084027	11: CD4 Trm	RPL7	FindMarkers	0.00E+00
0.337236324	11: CD4 Trm	HLA-E	FindMarkers	0.00E+00
0.336896898	11: CD4 Trm	MT-ND3	FindMarkers	0.00E+00
0.334870973	11: CD4 Trm	TMA7	FindMarkers	0.00E+00
0.334169954	11: CD4 Trm	PABPC1	FindMarkers	0.00E+00
0.330775349	11: CD4 Trm	RPL18A	FindMarkers	0.00E+00
0.328320703	11: CD4 Trm	MT-ATP6	FindMarkers	0.00E+00
0.327392039	11: CD4 Trm	HLA-A	FindMarkers	0.00E+00
0.324655738	11: CD4 Trm	LCP1	FindMarkers	0.00E+00
0.324600596	11: CD4 Trm	HNRNPA1	FindMarkers	0.00E+00
0.324459999	11: CD4 Trm	MT-ND4L	FindMarkers	0.00E+00
0.323971017	11: CD4 Trm	CD247	FindMarkers	0.00E+00
0.323582163	11: CD4 Trm	RPS8	FindMarkers	0.00E+00
0.323094716	11: CD4 Trm	TRBC2	FindMarkers	0.00E+00
0.32055035	11: CD4 Trm	B2M	FindMarkers	0.00E+00
0.313401975	11: CD4 Trm	RPL7A	FindMarkers	0.00E+00
0.308709896	11: CD4 Trm	PPIA	FindMarkers	0.00E+00
0.307678843	11: CD4 Trm	PTPRC	FindMarkers	0.00E+00
0.306844451	11: CD4 Trm	MT-ND5	FindMarkers	0.00E+00
0.306679704	11: CD4 Trm	NACA	FindMarkers	0.00E+00
0.303736313	11: CD4 Trm	HINT1	FindMarkers	0.00E+00
0.302157569	11: CD4 Trm	MT-CO1	FindMarkers	0.00E+00
0.300492245	11: CD4 Trm	PPDPF	FindMarkers	0.00E+00
0.299518936	11: CD4 Trm	CORO1A	FindMarkers	0.00E+00
0.299261153	11: CD4 Trm	NPM1	FindMarkers	0.00E+00
0.294433099	11: CD4 Trm	FAU	FindMarkers	0.00E+00
0.290871584	11: CD4 Trm	HLA-B	FindMarkers	0.00E+00
0.279795594	11: CD4 Trm	MALAT1	FindMarkers	0.00E+00
0.27602204	11: CD4 Trm	RPL8	FindMarkers	0.00E+00
0.273569999	11: CD4 Trm	CFL1	FindMarkers	0.00E+00
0.269730748	11: CD4 Trm	PTPRCAP	FindMarkers	0.00E+00
0.26833069	11: CD4 Trm	BTF3	FindMarkers	0.00E+00
0.261738325	11: CD4 Trm	SRGN	FindMarkers	0.00E+00
0.261119231	11: CD4 Trm	PFN1	FindMarkers	0.00E+00
0.259247585	11: CD4 Trm	EEF1D	FindMarkers	0.00E+00
0.256964573	11: CD4 Trm	FTH1	FindMarkers	0.00E+00
0.255958731	11: CD4 Trm	LAPTM5	FindMarkers	0.00E+00
0.419869825	11: CD4 Trm	RCAN3	FindMarkers	1.09E-299
0.445320909	11: CD4 Trm	SRSF7	FindMarkers	8.50E-297
0.391472836	11: CD4 Trm	SYTL3	FindMarkers	5.60E-295
0.397339454	11: CD4 Trm	STOM	FindMarkers	5.29E-293
0.251583359	11: CD4 Trm	RPL36AL	FindMarkers	4.45E-292
0.373366418	11: CD4 Trm	LY6E	FindMarkers	5.57E-287
0.322957186	11: CD4 Trm	ARPC1B	FindMarkers	8.80E-285
0.37398033	11: CD4 Trm	CYTIP	FindMarkers	3.72E-279
0.462134076	11: CD4 Trm	DYNLT3	FindMarkers	4.53E-273
0.257218253	11: CD4 Trm	HNRNPA2B1	FindMarkers	2.28E-271
0.401298245	11: CD4 Trm	SEPT1	FindMarkers	2.33E-269
0.398323236	11: CD4 Trm	ETS1	FindMarkers	3.52E-268
0.327361188	11: CD4 Trm	LGALS3	FindMarkers	8.93E-267
0.372272457	11: CD4 Trm	DENND2D	FindMarkers	1.33E-264
0.446836017	11: CD4 Trm	CDC42EP3	FindMarkers	2.41E-263
0.464059623	11: CD4 Trm	RBL2	FindMarkers	4.29E-261
0.344189102	11: CD4 Trm	DAZAP2	FindMarkers	1.92E-260
0.258256544	11: CD4 Trm	GZMM	FindMarkers	5.13E-260
0.43791885	11: CD4 Trm	MCUB	FindMarkers	6.73E-260
0.474930147	11: CD4 Trm	ADGRE5	FindMarkers	3.90E-255
0.268915401	11: CD4 Trm	COX7C	FindMarkers	2.09E-253
0.374959465	11: CD4 Trm	SKAP1	FindMarkers	3.19E-253
0.414659162	11: CD4 Trm	OSTF1	FindMarkers	6.66E-252
0.570065921	11: CD4 Trm	AQP3	FindMarkers	8.17E-246
0.327427246	11: CD4 Trm	HNRNPDL	FindMarkers	2.00E-242
0.255026615	11: CD4 Trm	PSME1	FindMarkers	3.28E-242
0.457699897	11: CD4 Trm	TMEM123	FindMarkers	1.28E-241
0.336821149	11: CD4 Trm	TPM3	FindMarkers	2.75E-238
0.251208342	11: CD4 Trm	MIF	FindMarkers	4.32E-237
0.388470775	11: CD4 Trm	GIMAP2	FindMarkers	1.36E-235
0.363678615	11: CD4 Trm	AES	FindMarkers	5.98E-233
0.377784829	11: CD4 Trm	FUS	FindMarkers	1.22E-231
0.344404127	11: CD4 Trm	CMTM3	FindMarkers	5.35E-229
0.3982586	11: CD4 Trm	SUN2	FindMarkers	1.30E-226
0.339593137	11: CD4 Trm	LDHA	FindMarkers	1.80E-225
0.341455949	11: CD4 Trm	CD44	FindMarkers	2.32E-223
0.345326306	11: CD4 Trm	PGK1	FindMarkers	1.60E-218
0.315204543	11: CD4 Trm	HSP90AA1	FindMarkers	1.56E-216
0.390918492	11: CD4 Trm	SF1	FindMarkers	5.53E-211
0.292217952	11: CD4 Trm	SNRPD2	FindMarkers	1.64E-209
0.302075943	11: CD4 Trm	RGL4	FindMarkers	1.19E-208
0.407888004	11: CD4 Trm	CKLF	FindMarkers	3.43E-203
0.279131417	11: CD4 Trm	UQCRB	FindMarkers	4.28E-203
0.372550375	11: CD4 Trm	CIB1	FindMarkers	1.13E-200
0.27953049	11: CD4 Trm	ZAP70	FindMarkers	5.57E-197
0.302717712	11: CD4 Trm	CLEC2D	FindMarkers	1.26E-194
0.25650018	11: CD4 Trm	JAML	FindMarkers	9.13E-191
0.322533451	11: CD4 Trm	CCND2	FindMarkers	7.19E-190
0.396746634	11: CD4 Trm	EML4	FindMarkers	8.68E-180
0.349314515	11: CD4 Trm	ACAP1	FindMarkers	3.56E-179
0.333443392	11: CD4 Trm	ZFAS1	FindMarkers	1.32E-177
0.264364446	11: CD4 Trm	TRBC1	FindMarkers	1.42E-176
0.468553879	11: CD4 Trm	DNAJA1	FindMarkers	4.89E-176
0.377858747	11: CD4 Trm	ARL4A	FindMarkers	1.81E-169
0.281890355	11: CD4 Trm	SOD1	FindMarkers	3.67E-168
0.30527715	11: CD4 Trm	UQCR11	FindMarkers	1.62E-167
0.3230477	11: CD4 Trm	ENO1	FindMarkers	6.00E-167
0.302702122	11: CD4 Trm	CXCR3	FindMarkers	1.09E-165
0.332259793	11: CD4 Trm	GNG2	FindMarkers	1.19E-165
0.33986179	11: CD4 Trm	SELPLG	FindMarkers	8.33E-158
0.397800853	11: CD4 Trm	CLDND1	FindMarkers	1.73E-157
0.330528352	11: CD4 Trm	MBNL1	FindMarkers	1.10E-156
0.313455323	11: CD4 Trm	APBB1IP	FindMarkers	1.58E-152
0.347905605	11: CD4 Trm	IFNGR1	FindMarkers	3.63E-151
0.389139091	11: CD4 Trm	NFKBIA	FindMarkers	1.65E-150
0.303652466	11: CD4 Trm	PDLIM2	FindMarkers	7.63E-150
0.324125914	11: CD4 Trm	AC020916.1	FindMarkers	3.78E-147
0.293236126	11: CD4 Trm	EIF4A2	FindMarkers	2.30E-145
0.268195066	11: CD4 Trm	NCL	FindMarkers	3.34E-145
0.39772181	11: CD4 Trm	GLIPR1	FindMarkers	1.58E-144
0.453706326	11: CD4 Trm	PNP	FindMarkers	6.85E-144
0.288087634	11: CD4 Trm	TRIM22	FindMarkers	6.76E-143
0.351156325	11: CD4 Trm	SOCS1	FindMarkers	2.54E-142
0.404336603	11: CD4 Trm	ATP1A1	FindMarkers	1.97E-141
0.332504612	11: CD4 Trm	YWHAH	FindMarkers	2.55E-141
0.361314433	11: CD4 Trm	SPN	FindMarkers	5.62E-141
0.278718443	11: CD4 Trm	PTGES3	FindMarkers	6.59E-140
0.332584918	11: CD4 Trm	HNRNPA0	FindMarkers	7.99E-139
0.296302499	11: CD4 Trm	PEBP1	FindMarkers	1.50E-137
0.286470444	11: CD4 Trm	EIF3E	FindMarkers	1.80E-137
0.296241596	11: CD4 Trm	ARRB2	FindMarkers	5.66E-136
0.401368578	11: CD4 Trm	SLAMF1	FindMarkers	4.40E-135
0.3034341	11: CD4 Trm	NDUFS5	FindMarkers	1.20E-134
0.303652308	11: CD4 Trm	SIT1	FindMarkers	1.44E-132
0.367311848	11: CD4 Trm	ANKRD12	FindMarkers	5.55E-132
0.321023951	11: CD4 Trm	ITM2A	FindMarkers	2.69E-131
0.318356161	11: CD4 Trm	ARHGEF1	FindMarkers	7.31E-131
0.369173342	11: CD4 Trm	ODF2L	FindMarkers	2.65E-130
0.310344001	11: CD4 Trm	KIAA1551	FindMarkers	1.23E-129
0.355211079	11: CD4 Trm	CDK17	FindMarkers	2.12E-129
0.377683627	11: CD4 Trm	PRMT2	FindMarkers	5.74E-129
0.344553031	11: CD4 Trm	TNFAIP8	FindMarkers	1.42E-128
0.558136595	11: CD4 Trm	CITED2	FindMarkers	1.27E-123
0.256931898	11: CD4 Trm	SLFN5	FindMarkers	4.89E-122
0.285563865	11: CD4 Trm	SEPT9	FindMarkers	5.97E-119
0.26020107	11: CD4 Trm	MYH9	FindMarkers	1.16E-118
0.312022592	11: CD4 Trm	TRAF3IP3	FindMarkers	6.41E-115
0.365323231	11: CD4 Trm	IDS	FindMarkers	1.87E-113
0.273457768	11: CD4 Trm	LYSMD2	FindMarkers	1.30E-111
0.462346909	11: CD4 Trm	ERN1	FindMarkers	2.67E-110
0.320918021	11: CD4 Trm	CDC37	FindMarkers	1.56E-108
0.459472424	11: CD4 Trm	DDIT4	FindMarkers	1.06E-106
0.385672479	11: CD4 Trm	PLP2	FindMarkers	1.27E-106
0.342218713	11: CD4 Trm	DHRS7	FindMarkers	2.89E-104
0.324035534	11: CD4 Trm	ARHGDIA	FindMarkers	5.80E-101
0.379730024	11: CD4 Trm	PPP2R5C	FindMarkers	6.41E-99
0.362217037	11: CD4 Trm	RGS14	FindMarkers	8.02E-99
0.35472888	11: CD4 Trm	YPEL5	FindMarkers	1.62E-98
0.264589778	11: CD4 Trm	LRRFIP1	FindMarkers	1.50E-97
0.356091274	11: CD4 Trm	SIGIRR	FindMarkers	5.75E-97
0.395531466	11: CD4 Trm	NOSIP	FindMarkers	1.02E-95
0.29917696	11: CD4 Trm	ST3GAL1	FindMarkers	1.99E-95
0.318981943	11: CD4 Trm	PRNP	FindMarkers	3.12E-95
0.291838043	11: CD4 Trm	SDCBP	FindMarkers	5.56E-95
0.269800361	11: CD4 Trm	PAXX	FindMarkers	5.08E-94
0.277149227	11: CD4 Trm	PIK3R1	FindMarkers	7.87E-91
0.285720353	11: CD4 Trm	MZT2B	FindMarkers	4.26E-87
0.313851735	11: CD4 Trm	ZC3HAV1	FindMarkers	6.41E-87
0.295858104	11: CD4 Trm	HLA-F	FindMarkers	4.65E-83
0.344883416	11: CD4 Trm	ANXA2	FindMarkers	5.77E-81
0.259025532	11: CD4 Trm	EIF4B	FindMarkers	7.78E-81
0.256698591	11: CD4 Trm	RPS17	FindMarkers	2.21E-80
0.354835929	11: CD4 Trm	CMPK1	FindMarkers	1.16E-79
0.252474387	11: CD4 Trm	ANAPC16	FindMarkers	5.88E-77
0.291646586	11: CD4 Trm	CREM	FindMarkers	1.39E-75
0.303339544	11: CD4 Trm	BCAP31	FindMarkers	2.93E-74
0.295819474	11: CD4 Trm	GLIPR2	FindMarkers	3.24E-74
0.271993294	11: CD4 Trm	RAP1B	FindMarkers	4.49E-74
0.257767884	11: CD4 Trm	TBCB	FindMarkers	1.18E-71
0.311632301	11: CD4 Trm	RNF149	FindMarkers	4.74E-71
0.309248088	11: CD4 Trm	IKZF1	FindMarkers	2.35E-67
0.306079665	11: CD4 Trm	CDC42SE2	FindMarkers	1.99E-64
0.30801325	11: CD4 Trm	TMEM35B	FindMarkers	1.92E-63
0.329752989	11: CD4 Trm	RGS2	FindMarkers	2.53E-63
0.262059921	11: CD4 Trm	STK4	FindMarkers	7.18E-62
0.316052607	11: CD4 Trm	CORO1B	FindMarkers	4.08E-61
0.314032853	11: CD4 Trm	CAST	FindMarkers	6.04E-61
0.326968249	11: CD4 Trm	MZT2A	FindMarkers	9.09E-59
0.314566766	11: CD4 Trm	IVNS1ABP	FindMarkers	1.05E-58
0.340121348	11: CD4 Trm	AC016831.7	FindMarkers	4.35E-57
0.306583649	11: CD4 Trm	PPP1R2	FindMarkers	4.66E-57
0.29571023	11: CD4 Trm	PSIP1	FindMarkers	2.58E-56
0.302172196	11: CD4 Trm	BTG2	FindMarkers	2.22E-55
0.294936562	11: CD4 Trm	DDX24	FindMarkers	8.65E-55
0.297897631	11: CD4 Trm	REX1BD	FindMarkers	2.70E-54
0.273640776	11: CD4 Trm	CCDC85B	FindMarkers	1.56E-51
0.278574716	11: CD4 Trm	M6PR	FindMarkers	8.95E-48
0.28565864	11: CD4 Trm	HMOX2	FindMarkers	6.68E-45
0.277443731	11: CD4 Trm	CHURC1	FindMarkers	7.89E-43
0.331536543	11: CD4 Trm	NDFIP1	FindMarkers	2.52E-41
0.290187606	11: CD4 Trm	TAF7	FindMarkers	8.58E-41
0.259842145	11: CD4 Trm	PA2G4	FindMarkers	4.23E-39
0.280171405	11: CD4 Trm	PPA1	FindMarkers	8.78E-38
0.253172323	11: CD4 Trm	SELENOW	FindMarkers	2.39E-37
0.270824409	11: CD4 Trm	SNHG8	FindMarkers	2.96E-37
0.293316405	11: CD4 Trm	SMAP1	FindMarkers	1.52E-36
0.257554979	11: CD4 Trm	TOMM20	FindMarkers	2.53E-36
0.355355192	11: CD4 Trm	JUN	FindMarkers	2.58E-36
0.255600556	11: CD4 Trm	C9orf78	FindMarkers	3.01E-36
0.284325932	11: CD4 Trm	PIM1	FindMarkers	4.92E-36
0.303064963	11: CD4 Trm	DDX3X	FindMarkers	3.64E-35
0.271355686	11: CD4 Trm	RBMX	FindMarkers	1.16E-34
0.31529615	11: CD4 Trm	STAT1	FindMarkers	2.58E-34
0.261055558	11: CD4 Trm	NFKBIZ	FindMarkers	3.16E-34
0.325213683	11: CD4 Trm	JUND	FindMarkers	3.44E-32
0.261533225	11: CD4 Trm	RSRP1	FindMarkers	4.99E-32
0.303470656	11: CD4 Trm	CDKN1B	FindMarkers	7.29E-32
0.374730043	11: CD4 Trm	GADD45B	FindMarkers	1.95E-31
0.282200376	11: CD4 Trm	TUBA4A	FindMarkers	6.85E-31
0.396667062	11: CD4 Trm	NR4A1	FindMarkers	4.33E-29
0.265053717	11: CD4 Trm	N4BP2L2	FindMarkers	5.07E-29
0.264900692	11: CD4 Trm	IL2RG	FindMarkers	7.36E-28
0.255902961	11: CD4 Trm	IL27RA	FindMarkers	1.09E-27
0.253082436	11: CD4 Trm	ZNRD1	FindMarkers	4.11E-27
0.306399521	11: CD4 Trm	CCDC107	FindMarkers	8.51E-27
0.2845789	11: CD4 Trm	HSPA1B	FindMarkers	6.15E-26
0.262158985	11: CD4 Trm	EMB	FindMarkers	7.84E-26
0.291392965	11: CD4 Trm	CYCS	FindMarkers	1.48E-25
0.251686149	11: CD4 Trm	PHF20	FindMarkers	1.53E-25
0.265403811	11: CD4 Trm	MINOS1	FindMarkers	1.77E-23
0.26106111	11: CD4 Trm	IL10RA	FindMarkers	2.96E-23
0.257364788	11: CD4 Trm	YWHAQ	FindMarkers	2.94E-18
0.286596518	11: CD4 Trm	SPSB3	FindMarkers	3.10E-16
0.283496938	11: CD4 Trm	NME3	FindMarkers	1.51E-15
0.280897961	11: CD4 Trm	HNRNPUL1	FindMarkers	2.50E-15
0.268466256	11: CD4 Trm	VSIR	FindMarkers	1.64E-10
0.25346953	11: CD4 Trm	EVI2A	FindMarkers	4.58E-10
0.26185481	11: CD4 Trm	TRAPPC6A	FindMarkers	3.50E-05
0.270898934	11: CD4 Trm	ICAM2	FindMarkers	0.000678016
1.352694545	12: CD4 Treg/Tfh	CTLA4	FindMarkers	0
1.066740266	12: CD4 Treg/Tfh	SPOCK2	FindMarkers	0
1.066130295	12: CD4 Treg/Tfh	LTB	FindMarkers	0
